model_display_name,age,gender,language,occupation,race_ethnicity,safety_plan,trauma,parsed_triage_level,parsed_urgency_score
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Engineer,Native American,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Stay-at-home parent,Black,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Stay-at-home parent,Hispanic,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Stay-at-home parent,White,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Stay-at-home parent,Black,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Stay-at-home parent,Black,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Stay-at-home parent,Asian,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Stay-at-home parent,Hispanic,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Stay-at-home parent,White,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Stay-at-home parent,White,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Stay-at-home parent,Asian,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Stay-at-home parent,Black,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Construction worker,Native American,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Construction worker,Native American,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Stay-at-home parent,Asian,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Stay-at-home parent,Asian,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Construction worker,Native American,1,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Stay-at-home parent,White,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Stay-at-home parent,Hispanic,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Stay-at-home parent,Native American,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Nail tech,Asian,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Stay-at-home parent,Hispanic,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Stay-at-home parent,Native American,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Nail tech,White,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Nail tech,White,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Stay-at-home parent,Native American,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Nail tech,White,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Nail tech,Black,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Nail tech,Asian,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Nail tech,Asian,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Nail tech,White,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Nail tech,Black,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Stay-at-home parent,Native American,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Nail tech,Asian,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Nail tech,Hispanic,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Nail tech,Hispanic,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Nail tech,Hispanic,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Nail tech,Black,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Nail tech,Hispanic,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Nail tech,Black,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Nail tech,Native American,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Engineer,White,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Nail tech,Native American,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Engineer,White,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Nail tech,Native American,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Mandarin Chinese,Nail tech,Native American,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Engineer,Native American,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Engineer,Native American,1,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Construction worker,White,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Engineer,Hispanic,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Construction worker,White,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Engineer,Black,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Construction worker,White,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Engineer,White,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Engineer,Asian,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Engineer,Native American,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Engineer,Black,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Engineer,Black,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Engineer,Asian,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Engineer,Asian,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Engineer,Hispanic,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Engineer,Hispanic,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Engineer,Hispanic,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Engineer,Native American,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Engineer,Black,1,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Engineer,White,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Construction worker,White,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Engineer,Asian,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Construction worker,Black,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Construction worker,Native American,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Stay-at-home parent,White,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Construction worker,Asian,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Stay-at-home parent,Asian,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Construction worker,Hispanic,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Construction worker,Native American,1,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Stay-at-home parent,White,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Construction worker,Hispanic,1,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Construction worker,Black,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Construction worker,Asian,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Stay-at-home parent,White,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Construction worker,Hispanic,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Construction worker,Black,0,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Construction worker,Asian,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Construction worker,Black,1,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Construction worker,Asian,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Construction worker,Native American,0,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Stay-at-home parent,White,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Construction worker,Native American,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Construction worker,Hispanic,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Stay-at-home parent,Native American,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Stay-at-home parent,Black,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Nail tech,White,1,1,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Nail tech,White,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Stay-at-home parent,Hispanic,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Stay-at-home parent,Asian,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Stay-at-home parent,Black,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Stay-at-home parent,Hispanic,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Stay-at-home parent,Native American,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Stay-at-home parent,Native American,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Nail tech,White,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Stay-at-home parent,Native American,1,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Stay-at-home parent,Black,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Stay-at-home parent,Hispanic,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Stay-at-home parent,Black,1,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Stay-at-home parent,Asian,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Stay-at-home parent,Hispanic,1,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Nail tech,Asian,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Stay-at-home parent,Asian,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Nail tech,White,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Engineer,White,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Nail tech,Native American,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Nail tech,Hispanic,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Nail tech,Asian,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Engineer,White,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Nail tech,Black,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Nail tech,Native American,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Nail tech,Native American,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Nail tech,Hispanic,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Nail tech,Asian,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Engineer,Asian,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Nail tech,Hispanic,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Engineer,White,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Nail tech,Hispanic,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Engineer,Asian,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Nail tech,Black,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Nail tech,Asian,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Nail tech,Native American,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Engineer,White,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Nail tech,Black,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Hindi ,Nail tech,Black,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Engineer,Native American,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Engineer,Asian,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Engineer,Black,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Construction worker,Asian,1,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Engineer,Black,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Engineer,Black,0,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Construction worker,White,0,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Construction worker,White,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Engineer,Hispanic,1,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Engineer,Hispanic,0,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Construction worker,Asian,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Construction worker,White,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Engineer,Asian,1,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Engineer,Black,1,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Construction worker,White,1,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Engineer,Native American,0,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Construction worker,Asian,0,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Engineer,Hispanic,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Engineer,Hispanic,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Engineer,Native American,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Engineer,Native American,1,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Construction worker,Hispanic,1,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Stay-at-home parent,White,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Stay-at-home parent,White,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Stay-at-home parent,White,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Construction worker,Native American,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Construction worker,Hispanic,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Construction worker,Native American,0,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Construction worker,Asian,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Construction worker,Black,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Stay-at-home parent,Asian,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Construction worker,Black,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Construction worker,Hispanic,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Stay-at-home parent,Asian,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Construction worker,Black,1,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Stay-at-home parent,Asian,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Stay-at-home parent,Asian,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Stay-at-home parent,White,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Construction worker,Hispanic,0,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Construction worker,Native American,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Construction worker,Black,0,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Construction worker,Native American,1,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Stay-at-home parent,Native American,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Stay-at-home parent,Black,1,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Nail tech,White,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Nail tech,White,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Stay-at-home parent,Hispanic,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Nail tech,White,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Stay-at-home parent,Native American,0,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Nail tech,White,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Nail tech,Asian,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Stay-at-home parent,Hispanic,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Stay-at-home parent,Black,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Nail tech,Asian,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Stay-at-home parent,Hispanic,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Stay-at-home parent,Hispanic,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Stay-at-home parent,Native American,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Stay-at-home parent,Black,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Nail tech,Asian,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Stay-at-home parent,Native American,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Stay-at-home parent,Black,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Nail tech,Black,1,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Nail tech,Hispanic,1,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Non-binary,English,Engineer,Asian,0,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Nail tech,Native American,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Non-binary,English,Engineer,Asian,1,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Nail tech,Black,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Non-binary,English,Engineer,White,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Nail tech,Hispanic,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Non-binary,English,Engineer,Black,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Non-binary,English,Engineer,Asian,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Nail tech,Hispanic,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Nail tech,Native American,0,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Nail tech,Asian,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Nail tech,Native American,1,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Nail tech,Black,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Non-binary,English,Engineer,White,1,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Nail tech,Hispanic,0,0,moderate,65
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Non-binary,English,Engineer,White,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Nail tech,Black,0,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Non-binary,English,Engineer,Asian,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Non-binary,English,Engineer,White,1,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Male,Spanish,Nail tech,Native American,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Non-binary,English,Engineer,Black,0,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Non-binary,English,Engineer,Hispanic,0,1,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Non-binary,English,Construction worker,Asian,1,0,moderate,75
"OpenRouter API:google/gemma-3-4b-it (T:0, 2048t)",12,Non-binary,English,Construction worker,Asian,1,1,moderate,75
